review,category,sub_category
constantemente dar erro,Portal e App,Portal e App
servico ultimamente apresentar falho apresentacao dar calendario pagamento,Portal e App,Portal e App
excelente suportar plataforma facil mexer desconto efetuados detalhar fazer empresar ter controlo vender recebimento variar vantagem ser cliente stone,Portal e App,Portal e App
problema recorrente aplicativo inviabilizar usar momento inoportuno afetando operacao pequeno negocio agilidade atendimento fator positivar,Portal e App,Portal e App
acesso ta deixar desejar,Portal e App,Portal e App
nao carregar,Portal e App,Portal e App
calculo vender demorar atualizacao,Portal e App,Portal e App
precisar melhorar aplicativo,Portal e App,Portal e App
problema ap voce reaolve,Portal e App,Portal e App
dar precisar antecipar conseguir acessar chat,Portal e App,Portal e App
instavel constantemente preciso refazer senha,Portal e App,Portal e App
site mau maquina desatualizadas,Portal e App,Portal e App
dar problema portal contar min mau dia accesar portal contar semana problema accesar dificil trabalhar,Portal e App,Portal e App
por que ultimo aplicativo passar problema que respostar,Portal e App,Portal e App
conseguir acessar aplicativo,Portal e App,Portal e App
portal celular bugado,Portal e App,Portal e App
conseguir site,Portal e App,Portal e App
travar,Portal e App,Portal e App
stone cair portal online contar aplicativo web dificultar transicao visualizacao informacao vender realizar,Portal e App,Portal e App
aplicativo abrir pra que poder acompanhar vender senha invalido,Portal e App,Portal e App
conseguir acessar servico informacao,Portal e App,Portal e App
dar por que portal stone muito carregar,Portal e App,Portal e App
conseguir acessar aplicativo,Portal e App,Portal e App
site bugado passar raivar pra entrar logar,Portal e App,Portal e App
aplicativo apresentar oscilacao,Portal e App,Portal e App
receber informacao recebimento costumar mudar,Portal e App,Portal e App
muito comodidade ressaltar melhoria ser feito aplicativo contar apresentar muito instabilidade,Portal e App,Portal e App
aplicativo fraco,Portal e App,Portal e App
conseguir visualizar vender portal,Portal e App,Portal e App
aplicativo funcionar conseguir movimentacao dia,Portal e App,Portal e App
ficar ar aplicativo que ficar aguardar vontade voltar,Portal e App,Portal e App
aplicativo ruim,Portal e App,Portal e App
apresentar problema tentar abrir aplicativo celular x,Portal e App,Portal e App
aplicativo travar,Portal e App,Portal e App
aplicativo mostrar recebiveis corretamente,Portal e App,Portal e App
atendimento aplicativo lerdo pra abrir vender sabado cair contar seg hoje tentar aplicativo abrir,Portal e App,Portal e App
aplicativo ficar ar,Portal e App,Portal e App
portal lentar,Portal e App,Portal e App
portal funcionar mau suportar vender,Portal e App,Portal e App
muito informacao abrir lancamento recebimento conseguir haver dia to tentar abrir recarregar abrir,Portal e App,Portal e App
aplicativo ficar desejar,Portal e App,Portal e App
dificuldade vizualizar vender real aplicativo celular quase conseguir,Portal e App,Portal e App
aplicativo lentar ascessar,Portal e App,Portal e App
portal funcionar,Portal e App,Portal e App
andar ar,Portal e App,Portal e App
demorar par atualizar 3hs pedir dia outro atualizou eno simulador vender limitar poder aparecer mesmo tela total parcelar facil enviar cliente simudado,Portal e App,Portal e App
certar semana ta cair dinheiro aplicativo ta aparecer,Portal e App,Portal e App
ficar,Portal e App,Portal e App
ruim cair horar,Portal e App,Portal e App
ta ar,Portal e App,Portal e App
demorar pra entrar aplicativo,Portal e App,Portal e App
nao andar,Portal e App,Portal e App
aplicativo travar desloga e-mail horar,Portal e App,Portal e App
muito falho seguranca semana trocar senha acesso,Portal e App,Portal e App
aplicativo carregar adequadamente,Portal e App,Portal e App
quase conseguir ascessa portal,Portal e App,Portal e App
conseguir visualizar aparecer informacao,Portal e App,Portal e App
conseguir assesar aplicativo usar,Portal e App,Portal e App
problema acessar contar ficar retornar,Portal e App,Portal e App
conseguir antecipar travar rodar rodar aceito sair entrar,Portal e App,Portal e App
aplicativo abrir login,Portal e App,Portal e App
taxar aplicativo dificil abrir simplicidade,Portal e App,Portal e App
conseguir entrar contar conseguir falar chat respeitar enorme cliente depender contar repor estocar semana simplesmente conseguir respostar voce top sombra duvida voce maneiro suport voce atua,Portal e App,Portal e App
aplicativo pessimo,Portal e App,Portal e App
conseguir baixar aplicativo empresar aprovar solicitacao,Portal e App,Portal e App
nao conseguir acessar,Portal e App,Portal e App
conseguir acessar aplicativo antigo solicitar habilitacao antecipacao recebiveis chat cair tentar falar atendimento telefonico entrar linha ninguem responder cair ligacao dificil verificar emprestimo dizer tingar recebiveis contar juridico colocar dizer ter disponivel,Portal e App,Portal e App
dever demorar aplicar aplicativo muito vairaa dever aparecer errar,Portal e App,Portal e App
aplicativo muito abrir demorar eternidade abrir,Portal e App,Portal e App
aplicativo permitir acesso,Portal e App,Portal e App
chat off lenir alteracao atuais alto digiculdade aplicativo pratico flexibilidade,Portal e App,Portal e App
tentar excluir registrar usuario conseguir,Portal e App,Portal e App
conseguir assentar vender,Portal e App,Portal e App
atar resolver problema,Portal e App,Portal e App
aplicativo aliar semana instabilidade,Portal e App,Portal e App
dia instabilidade atrapalhar precisar emprestimo horar precisar sair,Portal e App,Portal e App
direto que login gostar nisso acabar mim perder controlo,Portal e App,Portal e App
conseguir acessar,Portal e App,Portal e App
funcionar portal a,Portal e App,Portal e App
referente ultimo atualizacao deixar desejar esperar vir melhorar,Portal e App,Portal e App
dar dever falho acontecer satisfazer,Portal e App,Portal e App
mandar documento pra voce voce falir mandar entrar contar pra,Portal e App,Portal e App
achar absurdo termo site acessar ver computador,Portal e App,Portal e App
conseguir entrar contar,Portal e App,Portal e App
aplicativo constantemente ficar instavel dificultar realizar transacoes,Portal e App,Portal e App
pequeno falho aplicativo,Portal e App,Portal e App
aplicativo travar vender cair horario programar,Portal e App,Portal e App
ola ter muito dificuldade acessar contar pj dispositivo ser celular aceitar autorizacao dispositivo confiavel conseguir logar outro dispositivo desejar computador celular reservar,Portal e App,Portal e App
falho,Portal e App,Portal e App
super atendido aplicativo travar tirar adorar stone,Portal e App,Portal e App
dever problema acessar contar taxar alto incentivo correntistas fiel,Portal e App,Portal e App
aplicativo ficar ar,Portal e App,Portal e App
gostar empresar positivar atendimento rapido humanizar principalmente telefonar parceiro haver ano achar aplicativo preciso melhorar ficar muito ar algum falho conexao acreditar isencao aluguel poder melhor trabalhar,Portal e App,Portal e App
ultimamente dar varios bug aplicativo perfazer,Portal e App,Portal e App
problema instabilidade taxar existir empresar oferecer melhorar,Portal e App,Portal e App
semana conseguir pix celular variar falir chat varios atendentes pedir informar ir entrar contato regularizar nenhum contato conseguir micro celular fazer,Portal e App,Portal e App
sentir satisfazer recentemente comecar aparecer algum problema aplicativo vender faltar demorar repassar aplicativo faltar opcao menu etc,Portal e App,Portal e App
travar,Portal e App,Portal e App
gamo opcao servico extratos pdf etc ocorrer instabilidade plataforma indisponibilidade acesso realizar operacao passar inseguranca contribuir volumar recurso contar movimentacao restrito,Portal e App,Portal e App
honestidade resolver problema aparecer ganhar ar,Portal e App,Portal e App
nao conseguir abrir aplicativo outro celular,Portal e App,Portal e App
conseguir entrar contar mudar,Portal e App,Portal e App
ter problema pontuar conectar portal semana conseguir acessar sabado,Portal e App,Portal e App
dever acessar contar login funcionario pix dar relacionar vender cartao dever logar pc liberacao celular eh mtoooo ruim,Portal e App,Portal e App
dia conseguir acessar contar,Portal e App,Portal e App
conseguir acessar contar,Portal e App,Portal e App
otimo banco financeiro virtual instabilidade normal poder gerente proposto credito,Portal e App,Portal e App
voltar meio ficar,Portal e App,Portal e App
servico dia ficar precario aplicativo buga problema indicar ok,Portal e App,Portal e App
conseguir vender cartao,Portal e App,Portal e App
muito instabilidade aplicativo ficar ar qualidade cair,Portal e App,Portal e App
gostar ficar indisponivel pra transferir dinheiro restar,Portal e App,Portal e App
agil eficiente preciso melhorar estabilidade,Portal e App,Portal e App
aplicativo problema,Portal e App,Portal e App
falho aplicativo,Portal e App,Portal e App
taxar contar mercar entanto stone esperar aplicativo ficar instavel,Portal e App,Portal e App
aplicativo stone fuilnciona celular,Portal e App,Portal e App
perder acesso portal conseguir acessar liberaa,Portal e App,Portal e App
insatisfeito socia-proprietaria empresar haver solicitar acesso contar stone empresar mundo posdigital ltda reseolvido socio acesso dever proceder telefonar 98827-8820 katia pessoa garcez katia garcez@happycodeschool happy code,Portal e App,Portal e App
acesso ver desktop empresar ficar preso limitar dependencia celular cadastrar realizar acesso outro aceitar determinar pagamento ver contar stone principalmente tributo imposto codigo barrir,Portal e App,Portal e App
gostar maquina principal aplicativo bugs perder login total saldar total ficar baita sustar restar to satisfazer,Portal e App,Portal e App
melhor hoje dia aplicativo entrar muito demorar atendimento,Portal e App,Portal e App
aplicativo precisar melhoria principalmente atualizacao informacao vender repasse aparecer,Portal e App,Portal e App
clareza desconto contar,Portal e App,Portal e App
deposito confuso,Portal e App,Portal e App
aplicativo mostara vender dia disponivel tela aplicativo junto semana ficar mostrarndo diario dia mostrar vender dia cliente receber apagar ser dia ser ta mostrar dia valorar juntar,Portal e App,Portal e App
apresentar recebimento confuso dever receber pix cartao debito credito poder ficar melhor,Portal e App,Portal e App
ter recebimento,Portal e App,Portal e App
conseguir comprovanteno aplicativo vender,Portal e App,Portal e App
principalmente noite demorar atualizar saldar vender,Portal e App,Portal e App
deixar desejar atualizacao valorar,Portal e App,Portal e App
aplicativo poder mostrar vender real,Portal e App,Portal e App
conseguir terminar cadastrar voce voce aceitar documento,Portal e App,Portal e App
consumir abrir contar stone,Portal e App,Portal e App
achar poder ajudar gostar atendimento maquineta faltar contar stone conseguir vender on lenir resolver situacao deixar entrar concorrente pag segurar,Portal e App,Portal e App
conseguir abrir contar cnpj,Portal e App,Portal e App
ter muito dificuldade finalizar contar stone,Portal e App,Portal e App
satisfazer,Portal e App,Portal e App
poder otimo entender por que abrir contar,Portal e App,Portal e App
acesso dinheiro dinheiro dia cair horario diferente,Portal e App,Portal e App
entrar receber so link pagamento vender feito dia entrar contato chat x resolver outro fazer janeiro que medo entrar tb dezembro elo principal razao escolher link pagamento precisar novamente medo entrar dizer atendimento que errar email aguardar retornar urgente email corretar farmaciacentralpraiagrandense@gmail,Portal e App,Portal e App
cartoes propriedade contar vir nime socio errar,Portal e App,Portal e App
